Please hold the phone in your right hand and type with your left index finger
y	1528776	(574, 207)	[(180, 648, 810), (180, 630, 792), (198, 648, 828), (198, 648, 828), (180, 648, 774), (216, 648, 828), (216, 648, 792), (216, 666, 792), (216, 648, 810), (216, 648, 792), (198, 648, 774), (216, 666, 792), (216, 666, 810), (234, 666, 792), (216, 648, 774), (216, 666, 792), (234, 666, 810), (216, 666, 792), (234, 666, 720), (216, 666, 774), (216, 666, 774), (198, 666, 810), (198, 648, 864), (216, 648, 846), (216, 648, 774)]	(9589, 12591, 9835, 10253, 12164, 12423, 4723, 6021, 4231, 7427, 5945, 6270, 4677, 6640, 9150, 8846, 11448, 20705, 14710, 9115, 15583, 14130, 12135, 2170)
k	1530324	(668, 89)	[(162, 594, 864), (180, 612, 846), (198, 612, 864), (198, 594, 846), (216, 594, 810), (234, 630, 792), (252, 612, 792), (216, 612, 792), (216, 594, 810), (216, 612, 846), (252, 594, 846), (216, 612, 828), (234, 612, 810), (216, 612, 846), (234, 612, 828), (252, 612, 828), (270, 612, 792), (270, 612, 774), (252, 594, 774), (234, 612, 846), (252, 612, 882), (234, 612, 846), (252, 594, 810), (252, 612, 810), (252, 612, 828)]	(9585, 12355, 9744, 10224, 12275, 12648, 4686, 6025, 4221, 7595, 5980, 6350, 4665, 6740, 9490, 8469, 11490, 20923, 14665, 9113, 15584, 14107, 12163, 2181)
f	1532314	(654, 281)	[(162, 630, 846), (162, 612, 846), (162, 630, 828), (162, 630, 846), (162, 612, 810), (162, 630, 828), (162, 648, 846), (144, 630, 846), (162, 612, 828), (162, 630, 810), (162, 630, 828), (144, 612, 828), (162, 612, 882), (180, 648, 828), (162, 630, 810), (180, 630, 810), (162, 612, 846), (162, 630, 810), (162, 630, 828), (162, 630, 846), (162, 630, 828), (162, 630, 846), (162, 612, 828), (162, 630, 828), (144, 612, 864)]	(9602, 12483, 9888, 10315, 12148, 12389, 4688, 6282, 4352, 7390, 6113, 6266, 4837, 7005, 9254, 9644, 11593, 20805, 14648, 9149, 15575, 14136, 12139, 2177)
q	1533911	(572, 465)	[(126, 594, 864), (126, 594, 846), (144, 594, 864), (144, 612, 864), (126, 594, 864), (126, 594, 846), (126, 594, 864), (126, 594, 864), (144, 612, 846), (126, 594, 846), (126, 576, 864), (126, 576, 864), (126, 594, 864), (144, 594, 864), (126, 594, 864), (126, 594, 864), (126, 576, 828), (162, 612, 828), (144, 594, 918), (126, 594, 846), (108, 558, 882), (126, 576, 900), (126, 594, 846), (144, 612, 846), (144, 594, 882)]	(9595, 12399, 9872, 10272, 12134, 11961, 4723, 6240, 4458, 7363, 5995, 6406, 4841, 6940, 9077, 9710, 11535, 20671, 14607, 9124, 15526, 14088, 12135, 2186)
t	1535695	(578, 260)	[(162, 612, 846), (144, 594, 846), (162, 612, 828), (162, 612, 828), (144, 612, 828), (162, 612, 864), (144, 612, 828), (180, 612, 828), (144, 612, 828), (144, 612, 864), (162, 612, 882), (162, 594, 846), (162, 612, 846), (180, 612, 828), (180, 612, 828), (162, 612, 846), (162, 594, 846), (180, 612, 864), (180, 630, 810), (198, 630, 810), (180, 612, 846), (162, 612, 846), (144, 612, 882), (180, 630, 828), (198, 612, 792)]	(9598, 12539, 9872, 10296, 12162, 12476, 4829, 6185, 4239, 7401, 5972, 6395, 4759, 6911, 9148, 9619, 11552, 20678, 14609, 9127, 15537, 14107, 12122, 2188)
s	1537276	(654, 389)	[(144, 594, 864), (162, 594, 846), (144, 612, 864), (144, 612, 864), (144, 612, 846), (144, 594, 846), (162, 612, 864), (144, 594, 846), (144, 594, 864), (144, 594, 846), (126, 594, 846), (162, 594, 864), (162, 594, 864), (162, 594, 864), (162, 594, 828), (162, 594, 828), (162, 594, 846), (144, 594, 864), (144, 576, 864), (144, 594, 864), (144, 594, 882), (126, 594, 828), (162, 594, 828), (162, 612, 864), (144, 576, 882)]	(9595, 12513, 9892, 10305, 12146, 12250, 4763, 6170, 4384, 7388, 5935, 6305, 4820, 6900, 9125, 9633, 11547, 20675, 14629, 9138, 15552, 14100, 12122, 2197)
r	1538806	(584, 308)	[(144, 576, 864), (144, 594, 864), (162, 594, 864), (162, 576, 864), (126, 576, 864), (126, 576, 900), (126, 576, 900), (162, 594, 864), (162, 612, 846), (180, 612, 810), (162, 612, 828), (180, 630, 828), (198, 612, 828), (180, 594, 846), (162, 612, 846), (162, 612, 828), (180, 612, 846), (180, 612, 846), (198, 612, 828), (180, 612, 828), (198, 630, 828), (198, 612, 792), (198, 612, 828), (198, 630, 828), (198, 612, 810)]	(9595, 12537, 9804, 10283, 12195, 12603, 4742, 6234, 4394, 7505, 6071, 6386, 4781, 6914, 9297, 9437, 11601, 20788, 14619, 9126, 15542, 14148, 12140, 2181)
t	1539194	(584, 308)	[(162, 594, 864), (162, 612, 846), (180, 612, 810), (162, 612, 828), (180, 630, 828), (198, 612, 828), (180, 594, 846), (162, 612, 846), (162, 612, 828), (180, 612, 846), (180, 612, 846), (198, 612, 828), (180, 612, 828), (198, 630, 828), (198, 612, 792), (198, 612, 828), (198, 630, 828), (198, 612, 810), (198, 612, 828), (180, 612, 846), (180, 612, 828), (162, 612, 846), (180, 594, 864), (180, 612, 846), (162, 594, 846)]	(9583, 12456, 9812, 10265, 12162, 12454, 4816, 6238, 4282, 7452, 6039, 6386, 4833, 6935, 9215, 9443, 11538, 20692, 14610, 9123, 15535, 14114, 12124, 2194)
y	1540885	(575, 214)	[(180, 594, 846), (180, 612, 864), (180, 594, 846), (180, 612, 846), (162, 612, 846), (162, 594, 846), (162, 594, 846), (180, 612, 846), (198, 594, 846), (180, 594, 864), (180, 612, 828), (180, 612, 828), (198, 612, 828), (216, 612, 846), (180, 612, 864), (180, 612, 864), (216, 612, 828), (198, 612, 810), (216, 648, 810), (216, 630, 828), (234, 612, 810), (234, 630, 792), (198, 612, 864), (198, 612, 882), (198, 612, 828)]	(9595, 12598, 9843, 10278, 12234, 12760, 4835, 6251, 4394, 7526, 5948, 6407, 4798, 6904, 9297, 9365, 11585, 20781, 14637, 9119, 15565, 14147, 12137, 2187)
c	1542313	(743, 286)	[(180, 594, 864), (162, 576, 864), (162, 594, 864), (180, 612, 846), (162, 594, 846), (180, 594, 846), (162, 594, 846), (162, 594, 864), (162, 594, 864), (180, 594, 846), (180, 594, 846), (180, 594, 846), (180, 576, 846), (180, 594, 846), (180, 594, 864), (198, 612, 828), (162, 594, 846), (180, 594, 846), (180, 594, 846), (162, 594, 864), (180, 594, 864), (180, 612, 828), (162, 594, 864), (180, 594, 864), (162, 594, 864)]	(9589, 12532, 9840, 10306, 12197, 12544, 4780, 6114, 4403, 7472, 6089, 6319, 4812, 6842, 9205, 9495, 11543, 20695, 14625, 9126, 15549, 14144, 12121, 2184)
