Please hold the phone in both hands. At each sentence you will be instructed which thumb to use
both	h	2270090	(671, 186)	[(72, 630, 882), (18, 522, 738), (-36, 738, 594), (-72, 774, 576), (-36, 738, 630), (-72, 738, 720), (-54, 756, 792), (72, 720, 810), (54, 720, 774), (-36, 756, 774), (-72, 756, 756), (0, 738, 738), (-18, 738, 810), (0, 738, 792), (-54, 756, 774), (-36, 756, 720), (-36, 738, 738), (-36, 738, 738), (-18, 738, 792), (54, 702, 792), (18, 738, 792), (-36, 738, 810), (-36, 738, 864), (18, 702, 738), (36, 720, 666)]	(9613, 11443, 9770, 10107, 11733, 9768, 7187, 6573, 4502, 6947, 6606, 6501, 5921, 6094, 7180, 7412, 11120, 20079, 14671, 8795, 15841, 13646, 13235, 2104)
both	o	2270546	(578, 31)	[(-36, 738, 738), (-36, 738, 738), (-18, 738, 792), (54, 702, 792), (18, 738, 792), (-36, 738, 810), (-36, 738, 864), (18, 702, 738), (36, 720, 666), (18, 720, 720), (0, 720, 774), (-36, 738, 756), (18, 702, 756), (0, 720, 774), (-36, 720, 792), (18, 720, 774), (18, 702, 792), (18, 720, 774), (-18, 702, 792), (18, 684, 810), (-36, 702, 828), (-36, 702, 828), (18, 684, 810), (0, 702, 774), (-36, 702, 756)]	(9574, 11351, 9692, 10095, 11729, 9794, 7660, 6530, 4475, 6956, 6932, 6586, 5899, 6119, 7188, 7881, 11123, 19978, 14706, 8828, 15975, 13820, 13261, 2104)
both	w	2271211	(584, 410)	[(0, 702, 810), (-18, 702, 792), (18, 702, 810), (0, 702, 828), (18, 684, 792), (-18, 702, 810), (-36, 702, 774), (-18, 684, 810), (0, 702, 792), (18, 684, 810), (0, 702, 792), (-18, 684, 792), (0, 702, 774), (-18, 702, 774), (0, 720, 792), (0, 702, 792), (0, 702, 756), (18, 684, 756), (18, 684, 792), (-36, 684, 810), (18, 666, 882), (0, 666, 882), (-54, 666, 864), (-36, 702, 810), (0, 666, 792)]	(9616, 11389, 9727, 10105, 11749, 9806, 7994, 6558, 4513, 6981, 7136, 6643, 5980, 6127, 7204, 8193, 11124, 19949, 14802, 8853, 16094, 13808, 13246, 2103)
both	 	2271770	(808, 255)	[(0, 666, 882), (-54, 666, 864), (-36, 702, 810), (0, 666, 792), (-54, 666, 828), (-36, 648, 828), (18, 648, 846), (18, 648, 882), (18, 666, 882), (18, 666, 864), (18, 684, 774), (18, 684, 774), (18, 666, 810), (0, 666, 828), (18, 666, 828), (-18, 684, 846), (18, 666, 828), (18, 666, 810), (36, 684, 792), (0, 684, 810), (18, 684, 828), (18, 648, 864), (54, 666, 756), (18, 666, 738), (18, 666, 756)]	(9611, 11374, 9636, 10064, 11709, 9780, 7741, 6413, 4382, 6955, 6920, 6499, 5907, 6135, 7197, 7911, 11141, 20048, 14742, 8835, 16024, 13699, 13197, 2099)
both	c	2272315	(724, 286)	[(18, 684, 828), (18, 648, 864), (54, 666, 756), (18, 666, 738), (18, 666, 756), (18, 648, 864), (18, 666, 792), (18, 666, 810), (18, 648, 846), (36, 648, 846), (18, 666, 810), (0, 666, 810), (0, 666, 846), (0, 666, 828), (0, 684, 846), (0, 666, 828), (18, 666, 810), (-18, 666, 810), (18, 666, 774), (18, 666, 792), (18, 648, 828), (18, 666, 846), (-36, 666, 882), (-36, 630, 864), (0, 666, 846)]	(9607, 11378, 9648, 10047, 11726, 9775, 7801, 6466, 4324, 6954, 6938, 6486, 5811, 6147, 7196, 7950, 11164, 20092, 14751, 8854, 16085, 13805, 13271, 2088)
both	o	2272622	(574, 61)	[(36, 648, 846), (18, 666, 810), (0, 666, 810), (0, 666, 846), (0, 666, 828), (0, 684, 846), (0, 666, 828), (18, 666, 810), (-18, 666, 810), (18, 666, 774), (18, 666, 792), (18, 648, 828), (18, 666, 846), (-36, 666, 882), (-36, 630, 864), (0, 666, 846), (-36, 648, 792), (-36, 666, 846), (18, 666, 846), (18, 666, 846), (0, 666, 828), (0, 648, 864), (18, 666, 774), (18, 648, 756), (0, 684, 828)]	(9607, 11356, 9620, 10022, 11725, 9770, 7669, 6358, 4270, 6946, 6790, 6449, 5800, 6150, 7187, 7845, 11154, 20066, 14704, 8842, 16043, 13771, 13246, 2101)
both	m	2273167	(752, 93)	[(0, 666, 828), (0, 648, 864), (18, 666, 774), (18, 648, 756), (0, 684, 828), (18, 648, 828), (-18, 666, 828), (36, 666, 810), (36, 648, 846), (36, 666, 846), (54, 666, 792), (54, 648, 792), (54, 648, 810), (54, 630, 828), (36, 666, 846), (36, 648, 846), (54, 648, 828), (54, 648, 828), (54, 648, 792), (54, 648, 828), (54, 666, 864), (90, 648, 882), (54, 648, 864), (54, 612, 828), (54, 648, 810)]	(9626, 11396, 9457, 9988, 11710, 9787, 7628, 6235, 4195, 6956, 6940, 6461, 5824, 6183, 7202, 8115, 11151, 19922, 14757, 8836, 16024, 13635, 13068, 2095)
both	p	2273680	(583, 9)	[(54, 648, 792), (54, 648, 828), (54, 666, 864), (90, 648, 882), (54, 648, 864), (54, 612, 828), (54, 648, 810), (54, 648, 846), (36, 666, 774), (36, 666, 846), (36, 666, 810), (36, 666, 774), (54, 666, 864), (72, 648, 810), (36, 648, 828), (36, 666, 792), (18, 684, 846), (54, 666, 864), (54, 648, 828), (36, 666, 792), (36, 630, 810), (36, 666, 900), (36, 648, 882), (0, 684, 828), (36, 630, 810)]	(9604, 11443, 9571, 10052, 11748, 9851, 7849, 6449, 4297, 6961, 6916, 6489, 5924, 6195, 7197, 7900, 11184, 20149, 14825, 8850, 16050, 13637, 13152, 2107)
both	l	2274070	(683, 56)	[(72, 648, 810), (36, 648, 828), (36, 666, 792), (18, 684, 846), (54, 666, 864), (54, 648, 828), (36, 666, 792), (36, 630, 810), (36, 666, 900), (36, 648, 882), (0, 684, 828), (36, 630, 810), (36, 684, 792), (18, 666, 810), (36, 648, 810), (54, 648, 864), (54, 648, 864), (54, 648, 810), (72, 648, 810), (54, 648, 828), (36, 648, 864), (54, 666, 846), (54, 648, 828), (36, 648, 846), (54, 648, 828)]	(9619, 11418, 9516, 10025, 11750, 9819, 7828, 6349, 4260, 6953, 6964, 6465, 5792, 6230, 7206, 8004, 11195, 20112, 14820, 8846, 16055, 13617, 13117, 2099)
both	e	2274679	(571, 374)	[(36, 648, 846), (54, 648, 828), (36, 648, 846), (18, 648, 810), (36, 648, 828), (54, 648, 900), (36, 648, 882), (36, 648, 828), (54, 648, 810), (36, 648, 828), (54, 648, 828), (36, 648, 882), (54, 648, 828), (54, 666, 810), (18, 648, 846), (54, 648, 828), (36, 630, 864), (54, 648, 846), (54, 630, 846), (18, 648, 810), (36, 648, 828), (54, 648, 846), (36, 648, 846), (36, 648, 864), (18, 648, 828)]	(9620, 11460, 9567, 10041, 11738, 9820, 7810, 6394, 4288, 6965, 6933, 6469, 5794, 6198, 7206, 8054, 11187, 20098, 14917, 8871, 16177, 13684, 13180, 2101)
