Please hold the phone in both hands and type freely with two thumbs as would you normally
j	2111975	(673, 154)	[(-162, 324, 882), (-108, 306, 756), (-126, 324, 846), (-108, 360, 954), (-180, 342, 1062), (-288, 396, 1116), (-108, 378, 1152), (-90, 414, 1206), (-126, 414, 1242), (-72, 378, 1116), (0, 414, 1044), (90, 414, 1044), (18, 414, 936), (36, 378, 828), (18, 396, 846), (-36, 396, 846), (-36, 414, 810), (-90, 414, 810), (-54, 468, 918), (-54, 486, 1008), (-72, 468, 1026), (-90, 486, 972), (-72, 450, 864), (-90, 450, 810), (-108, 450, 972)]	(9496, 11091, 9663, 10231, 11939, 10409, 5113, 9542, 5900, 7100, 6894, 7186, 5271, 8512, 7414, 10059, 12216, 19940, 16677, 16030, 15689, 13627, 12012, 1977)
o	2112225	(563, 84)	[(-90, 414, 1206), (-126, 414, 1242), (-72, 378, 1116), (0, 414, 1044), (90, 414, 1044), (18, 414, 936), (36, 378, 828), (18, 396, 846), (-36, 396, 846), (-36, 414, 810), (-90, 414, 810), (-54, 468, 918), (-54, 486, 1008), (-72, 468, 1026), (-90, 486, 972), (-72, 450, 864), (-90, 450, 810), (-108, 450, 972), (-72, 468, 990), (-72, 450, 936), (-72, 486, 900), (0, 486, 954), (-90, 468, 954), (-72, 486, 1044), (-54, 468, 882)]	(9494, 11165, 9645, 10232, 11992, 10568, 5157, 9793, 5965, 7175, 7122, 7292, 5282, 8500, 7418, 10162, 12214, 19939, 16617, 16023, 15690, 13616, 12018, 1973)
h	2113243	(678, 185)	[(-72, 468, 954), (-72, 468, 936), (-54, 450, 954), (-72, 468, 936), (-54, 468, 936), (-72, 468, 936), (-72, 468, 936), (-54, 468, 918), (-54, 468, 936), (-54, 468, 936), (-72, 450, 954), (-72, 450, 954), (-54, 468, 918), (-54, 468, 936), (-54, 486, 954), (-72, 468, 972), (-72, 468, 972), (-72, 468, 936), (-72, 468, 936), (-72, 486, 936), (-36, 468, 954), (-72, 468, 918), (-54, 468, 936), (-54, 468, 900), (-108, 486, 900)]	(9492, 11135, 9705, 10228, 11987, 10610, 5057, 9603, 5838, 7139, 6896, 7290, 5252, 8359, 7395, 10108, 12211, 19956, 16665, 16049, 15757, 13636, 12016, 1966)
n	2113509	(741, 145)	[(-54, 468, 918), (-54, 468, 936), (-54, 468, 936), (-72, 450, 954), (-72, 450, 954), (-54, 468, 918), (-54, 468, 936), (-54, 486, 954), (-72, 468, 972), (-72, 468, 972), (-72, 468, 936), (-72, 468, 936), (-72, 486, 936), (-36, 468, 954), (-72, 468, 918), (-54, 468, 936), (-54, 468, 900), (-108, 486, 900), (-72, 468, 918), (-90, 486, 900), (-72, 468, 918), (-72, 468, 954), (-72, 450, 846), (-72, 486, 954), (-54, 468, 990)]	(9506, 11150, 9696, 10241, 11989, 10692, 5035, 9572, 5747, 7156, 6920, 7284, 5227, 8387, 7414, 10016, 12251, 19952, 16590, 16028, 15755, 13653, 12029, 1975)
 	2113858	(814, 169)	[(-72, 486, 936), (-36, 468, 954), (-72, 468, 918), (-54, 468, 936), (-54, 468, 900), (-108, 486, 900), (-72, 468, 918), (-90, 486, 900), (-72, 468, 918), (-72, 468, 954), (-72, 450, 846), (-72, 486, 954), (-54, 468, 990), (-54, 450, 954), (-54, 486, 900), (-72, 468, 918), (-72, 468, 936), (-72, 468, 972), (-54, 468, 954), (-54, 468, 918), (-72, 468, 936), (-72, 468, 972), (18, 432, 954), (-108, 468, 864), (-90, 486, 972)]	(9498, 11201, 9795, 10285, 11956, 10703, 5074, 9630, 5750, 7123, 6920, 7282, 5237, 8312, 7413, 10085, 12228, 19955, 16640, 16049, 15771, 13658, 12028, 1979)
t	2114156	(581, 275)	[(-72, 468, 918), (-72, 468, 954), (-72, 450, 846), (-72, 486, 954), (-54, 468, 990), (-54, 450, 954), (-54, 486, 900), (-72, 468, 918), (-72, 468, 936), (-72, 468, 972), (-54, 468, 954), (-54, 468, 918), (-72, 468, 936), (-72, 468, 972), (18, 432, 954), (-108, 468, 864), (-90, 486, 972), (-54, 414, 918), (-72, 468, 882), (-54, 468, 900), (-108, 486, 990), (-90, 486, 936), (-90, 486, 918), (-54, 450, 900), (-234, 522, 882)]	(9465, 11187, 9868, 10319, 11862, 10397, 5440, 10589, 6274, 7184, 7367, 7477, 5263, 8353, 7439, 9993, 12123, 19979, 16775, 16012, 15752, 13568, 12036, 1994)
h	2114471	(656, 208)	[(-54, 468, 954), (-54, 468, 918), (-72, 468, 936), (-72, 468, 972), (18, 432, 954), (-108, 468, 864), (-90, 486, 972), (-54, 414, 918), (-72, 468, 882), (-54, 468, 900), (-108, 486, 990), (-90, 486, 936), (-90, 486, 918), (-54, 450, 900), (-234, 522, 882), (-162, 486, 936), (-108, 504, 972), (-108, 504, 972), (-144, 486, 900), (-162, 504, 936), (-72, 468, 918), (-90, 468, 972), (-90, 486, 990), (-90, 468, 918), (-126, 486, 882)]	(9492, 11255, 9817, 10283, 11862, 10529, 5374, 10634, 5972, 7182, 7246, 7549, 5275, 8381, 7438, 10161, 12132, 19950, 16586, 15969, 15770, 13589, 12026, 1975)
i	2114668	(564, 140)	[(18, 432, 954), (-108, 468, 864), (-90, 486, 972), (-54, 414, 918), (-72, 468, 882), (-54, 468, 900), (-108, 486, 990), (-90, 486, 936), (-90, 486, 918), (-54, 450, 900), (-234, 522, 882), (-162, 486, 936), (-108, 504, 972), (-108, 504, 972), (-144, 486, 900), (-162, 504, 936), (-72, 468, 918), (-90, 468, 972), (-90, 486, 990), (-90, 468, 918), (-126, 486, 882), (-90, 468, 918), (-144, 504, 936), (-72, 486, 1062), (-90, 468, 954)]	(9483, 11211, 9766, 10255, 11869, 10562, 5442, 10788, 6135, 7201, 7343, 7648, 5358, 8538, 7463, 10487, 12203, 19973, 16620, 16003, 15793, 13614, 12032, 1980)
s	2115338	(653, 366)	[(-108, 504, 954), (-90, 468, 972), (-126, 486, 918), (-90, 486, 936), (-72, 486, 936), (-90, 486, 918), (-72, 468, 918), (-90, 486, 900), (-90, 486, 918), (-90, 486, 936), (-90, 486, 936), (-90, 504, 918), (-108, 486, 918), (-108, 504, 936), (-90, 504, 918), (-108, 486, 918), (-108, 486, 936), (-72, 486, 918), (-72, 504, 954), (-90, 486, 918), (-90, 486, 936), (-72, 486, 954), (-72, 486, 936), (-144, 486, 864), (0, 504, 828)]	(9482, 11211, 9777, 10253, 11875, 10670, 5092, 10173, 5590, 7163, 7047, 7398, 5289, 8353, 7437, 10516, 12307, 19955, 16711, 16076, 15839, 13702, 12019, 1977)
 	2115787	(829, 203)	[(-108, 486, 936), (-72, 486, 918), (-72, 504, 954), (-90, 486, 918), (-90, 486, 936), (-72, 486, 954), (-72, 486, 936), (-144, 486, 864), (0, 504, 828), (-36, 504, 900), (-36, 504, 936), (-72, 522, 954), (-90, 504, 954), (-72, 486, 918), (-36, 486, 882), (-54, 504, 936), (-72, 486, 936), (-54, 486, 954), (-72, 504, 954), (-72, 486, 954), (-54, 486, 900), (-72, 486, 918), (-54, 486, 900), (-54, 486, 900), (-72, 486, 954)]	(9497, 11375, 10077, 10302, 11864, 10704, 5106, 10211, 5671, 7109, 6969, 7361, 5243, 8333, 7434, 10342, 12195, 19977, 16693, 16035, 15834, 13646, 12033, 1976)
