Please hold the phone in your right hand and type with your left index finger
v	358210	(739, 259)	[(36, 792, 648), (36, 774, 702), (90, 774, 702), (54, 792, 720), (36, 774, 720), (18, 756, 720), (54, 774, 756), (90, 774, 774), (90, 774, 756), (108, 792, 684), (126, 774, 666), (126, 792, 648), (72, 792, 684), (108, 774, 702), (108, 792, 702), (144, 792, 666), (144, 810, 666), (144, 792, 648), (144, 792, 684), (126, 774, 666), (126, 792, 666), (162, 792, 666), (126, 810, 648), (144, 792, 666), (144, 792, 666)]	(9434, 11828, 9611, 10007, 11499, 9615, 6752, 6804, 4295, 6911, 7487, 6498, 4710, 6496, 7306, 11175, 12182, 19734, 16498, 9036, 16538, 13406, 11950, 2051)
a	359491	(672, 451)	[(108, 810, 666), (108, 792, 684), (126, 792, 702), (126, 792, 684), (108, 792, 666), (126, 792, 666), (126, 792, 684), (126, 810, 702), (126, 792, 684), (108, 792, 684), (108, 774, 666), (126, 792, 666), (144, 810, 684), (126, 792, 702), (108, 792, 684), (126, 792, 666), (126, 792, 648), (126, 792, 684), (108, 792, 702), (108, 792, 684), (108, 774, 666), (126, 792, 684), (144, 810, 666), (126, 792, 630), (108, 810, 684)]	(9449, 11896, 9688, 10032, 11513, 9607, 6670, 6772, 4284, 6912, 7413, 6496, 4687, 6466, 7291, 11192, 12128, 19748, 16533, 9066, 16611, 13427, 11954, 2038)
w	360759	(591, 390)	[(108, 774, 684), (126, 792, 684), (126, 792, 684), (108, 774, 684), (126, 810, 684), (126, 810, 684), (108, 792, 666), (108, 792, 684), (126, 774, 702), (126, 792, 720), (126, 792, 702), (126, 792, 648), (126, 792, 648), (108, 810, 684), (126, 792, 702), (162, 810, 684), (162, 828, 630), (144, 810, 630), (108, 792, 630), (108, 774, 666), (126, 792, 702), (162, 810, 666), (144, 810, 684), (126, 810, 648), (108, 792, 666)]	(9443, 11869, 9776, 10030, 11502, 9602, 6624, 6712, 4255, 6904, 7312, 6447, 4726, 6473, 7302, 11193, 12156, 19761, 16562, 9087, 16629, 13442, 11950, 2037)
n	362243	(733, 165)	[(126, 792, 666), (144, 810, 684), (108, 810, 666), (108, 792, 666), (126, 792, 666), (126, 810, 666), (108, 792, 684), (126, 774, 738), (108, 792, 738), (180, 792, 648), (126, 846, 558), (162, 828, 630), (180, 810, 666), (162, 810, 666), (162, 810, 612), (126, 810, 648), (144, 792, 684), (126, 792, 702), (162, 810, 666), (162, 828, 648), (162, 828, 630), (216, 828, 576), (198, 846, 558), (198, 792, 684), (162, 828, 594)]	(9449, 11996, 9877, 10078, 11521, 9639, 6900, 6784, 4293, 6910, 7365, 6485, 4690, 6418, 7297, 11117, 12044, 19794, 16721, 9081, 16693, 13461, 11953, 2037)
z	363574	(747, 408)	[(144, 810, 648), (144, 810, 630), (162, 810, 648), (144, 810, 648), (126, 810, 666), (144, 810, 648), (144, 828, 648), (162, 810, 648), (162, 810, 648), (144, 810, 666), (144, 810, 666), (144, 810, 648), (126, 828, 666), (144, 810, 666), (144, 810, 648), (126, 792, 648), (144, 810, 666), (144, 810, 648), (108, 810, 666), (144, 792, 666), (126, 810, 666), (162, 810, 684), (144, 810, 648), (126, 810, 630), (162, 792, 702)]	(9434, 11843, 9751, 10027, 11508, 9617, 6854, 6699, 4278, 6907, 7391, 6414, 4710, 6469, 7286, 11014, 12134, 19708, 16320, 9027, 16467, 13399, 11932, 2038)
q	364912	(554, 474)	[(144, 792, 666), (144, 792, 666), (144, 792, 702), (144, 792, 702), (126, 792, 684), (144, 774, 684), (126, 792, 684), (144, 774, 666), (144, 810, 648), (144, 792, 648), (162, 792, 684), (126, 792, 684), (126, 792, 666), (144, 792, 702), (144, 810, 684), (144, 792, 684), (144, 792, 666), (144, 792, 666), (180, 792, 666), (162, 810, 594), (144, 810, 666), (162, 810, 720), (162, 810, 702), (162, 810, 666), (126, 792, 648)]	(9444, 11907, 9796, 10055, 11514, 9639, 7065, 6700, 4284, 6924, 7552, 6480, 4714, 6498, 7310, 11151, 12222, 19721, 16279, 9062, 16486, 13424, 11953, 2053)
d	366182	(674, 335)	[(162, 792, 648), (126, 792, 666), (144, 792, 666), (144, 792, 666), (144, 792, 666), (144, 810, 648), (162, 792, 684), (144, 792, 702), (126, 792, 702), (162, 810, 648), (162, 810, 666), (144, 792, 666), (144, 792, 684), (126, 792, 684), (144, 774, 684), (162, 792, 684), (144, 792, 666), (144, 792, 648), (126, 792, 666), (162, 810, 684), (162, 810, 666), (144, 810, 684), (144, 792, 702), (144, 792, 648), (180, 792, 612)]	(9440, 11843, 9787, 10039, 11507, 9612, 6932, 6669, 4274, 6913, 7433, 6413, 4705, 6507, 7285, 11094, 12205, 19700, 16236, 9059, 16456, 13411, 11944, 2048)
o	367770	(587, 84)	[(126, 792, 684), (144, 792, 684), (144, 792, 702), (144, 810, 702), (198, 792, 648), (144, 828, 630), (180, 810, 666), (180, 810, 720), (180, 828, 612), (162, 828, 576), (180, 810, 576), (234, 810, 540), (252, 846, 576), (216, 846, 630), (234, 828, 648), (234, 846, 594), (198, 828, 612), (234, 828, 630), (198, 810, 594), (216, 828, 612), (252, 846, 576), (216, 828, 612), (252, 792, 594), (252, 864, 540), (234, 846, 576)]	(9437, 11868, 9711, 10032, 11518, 9606, 6994, 6655, 4293, 6909, 7474, 6404, 4719, 6565, 7323, 11245, 12376, 19748, 16368, 9095, 16486, 13478, 11959, 2046)
t	369000	(587, 271)	[(180, 828, 630), (180, 810, 648), (180, 810, 630), (162, 810, 630), (144, 810, 648), (162, 810, 684), (144, 792, 666), (144, 792, 648), (162, 792, 666), (180, 810, 666), (144, 792, 666), (162, 810, 648), (180, 828, 666), (144, 792, 720), (180, 792, 702), (216, 810, 594), (198, 828, 558), (234, 828, 576), (252, 828, 558), (216, 828, 594), (180, 828, 648), (216, 828, 666), (162, 828, 630), (198, 828, 594), (162, 810, 594)]	(9432, 11836, 9720, 10036, 11505, 9597, 6941, 6605, 4242, 6902, 7433, 6390, 4719, 6536, 7304, 11159, 12329, 19753, 16295, 9083, 16485, 13469, 11951, 2043)
q	370330	(577, 470)	[(162, 810, 648), (180, 810, 630), (180, 810, 630), (162, 810, 666), (162, 810, 666), (180, 810, 666), (180, 810, 630), (162, 828, 630), (198, 810, 630), (216, 810, 630), (180, 828, 630), (162, 810, 666), (180, 792, 684), (198, 810, 648), (180, 828, 612), (180, 810, 648), (180, 810, 630), (162, 792, 648), (162, 810, 594), (216, 810, 630), (180, 846, 648), (180, 828, 702), (180, 810, 738), (180, 846, 684), (180, 810, 576)]	(9442, 11897, 9779, 10039, 11506, 9597, 7002, 6583, 4257, 6908, 7494, 6367, 4702, 6498, 7289, 11015, 12237, 19687, 16122, 9061, 16412, 13426, 11938, 2046)
g	371650	(653, 261)	[(162, 810, 648), (162, 810, 630), (180, 810, 630), (162, 810, 684), (162, 810, 684), (180, 810, 666), (180, 810, 630), (180, 810, 630), (180, 810, 666), (162, 810, 702), (144, 810, 666), (180, 810, 612), (198, 810, 630), (180, 810, 666), (180, 810, 684), (180, 810, 630), (180, 810, 612), (180, 810, 630), (180, 810, 648), (180, 828, 648), (198, 810, 666), (198, 810, 648), (180, 810, 612), (198, 792, 612), (162, 810, 576)]	(9448, 11909, 9792, 10065, 11519, 9634, 7051, 6598, 4250, 6912, 7427, 6344, 4748, 6535, 7280, 11227, 12326, 19775, 16365, 9111, 16547, 13484, 11968, 2038)
h	372931	(653, 216)	[(162, 810, 666), (180, 792, 648), (162, 810, 630), (162, 828, 684), (180, 810, 666), (162, 810, 666), (162, 810, 648), (162, 810, 666), (180, 810, 630), (180, 828, 648), (198, 810, 648), (180, 810, 648), (198, 828, 648), (198, 810, 648), (180, 810, 630), (198, 810, 648), (180, 810, 666), (180, 810, 648), (180, 828, 630), (180, 828, 630), (198, 810, 666), (180, 810, 684), (198, 828, 612), (162, 810, 594), (198, 810, 576)]	(9436, 11848, 9761, 10034, 11505, 9615, 7014, 6598, 4234, 6906, 7434, 6348, 4722, 6524, 7298, 11073, 12278, 19701, 16158, 9063, 16423, 13437, 11935, 2053)
