Please hold the phone in your left hand and type with your left thumb
h	418330	(672, 188)	[(-90, 612, 882), (-108, 630, 846), (-72, 630, 882), (-90, 612, 846), (-54, 594, 918), (-18, 594, 864), (-54, 576, 846), (-18, 612, 828), (-54, 648, 774), (-162, 738, 666), (-144, 774, 540), (-54, 738, 558), (0, 720, 648), (-36, 720, 666), (-36, 756, 666), (-90, 774, 738), (-126, 774, 810), (-36, 720, 828), (36, 702, 828), (36, 702, 792), (0, 720, 792), (18, 684, 774), (-36, 684, 792), (0, 702, 756), (-36, 702, 720)]	(9377, 10521, 9157, 10325, 11391, 9490, 8942, 6142, 8552, 7450, 6334, 6826, 5245, 9075, 7722, 8006, 12481, 19778, 15293, 9252, 17005, 13903, 11931, 1955)
t	419612	(579, 265)	[(-108, 720, 774), (-126, 720, 738), (-126, 738, 756), (-126, 720, 792), (-108, 702, 774), (-108, 702, 774), (-126, 684, 810), (-90, 666, 828), (-36, 630, 792), (-54, 684, 756), (-90, 738, 702), (-126, 774, 630), (-180, 810, 648), (-198, 846, 720), (-180, 846, 720), (-144, 774, 702), (-162, 756, 720), (-144, 738, 738), (-108, 720, 720), (-108, 720, 738), (-108, 738, 774), (-108, 720, 810), (-108, 720, 756), (-72, 774, 684), (-54, 684, 792)]	(9390, 10546, 9178, 10357, 11410, 9530, 9346, 6253, 8838, 7455, 6459, 6918, 5265, 9415, 7720, 8236, 12550, 19791, 15619, 9284, 16984, 13906, 11924, 1953)
j	421000	(667, 156)	[(-90, 720, 810), (-108, 702, 810), (-72, 702, 846), (-54, 666, 828), (0, 648, 774), (-18, 666, 774), (-36, 666, 810), (-36, 684, 792), (-72, 792, 666), (-108, 828, 648), (-54, 810, 648), (-36, 756, 684), (-54, 756, 720), (-54, 738, 738), (-18, 738, 756), (-18, 720, 774), (-36, 720, 756), (-36, 720, 738), (-54, 738, 702), (-90, 774, 702), (-72, 774, 702), (-72, 774, 720), (-36, 792, 720), (-54, 846, 630), (36, 720, 720)]	(9388, 10537, 9166, 10328, 11405, 9528, 9357, 6453, 9030, 7351, 6497, 7485, 5354, 8940, 8405, 7816, 13424, 19873, 15586, 9247, 16983, 14047, 11952, 1944)
z	422468	(746, 411)	[(-54, 756, 738), (-36, 720, 702), (-18, 738, 720), (-72, 756, 702), (-90, 774, 720), (-72, 738, 738), (0, 738, 720), (36, 666, 828), (54, 630, 882), (18, 630, 918), (54, 612, 846), (90, 576, 828), (54, 558, 882), (18, 666, 846), (18, 648, 828), (36, 630, 792), (-18, 684, 810), (18, 648, 828), (72, 594, 810), (90, 576, 774), (90, 612, 720), (18, 630, 864), (18, 612, 864), (36, 612, 846), (72, 612, 828)]	(9385, 10571, 9166, 10319, 11380, 9465, 8690, 5958, 8416, 7226, 6154, 6617, 5242, 9083, 7940, 8086, 12811, 19673, 14696, 9200, 16551, 13861, 11902, 1950)
u	423733	(569, 173)	[(-54, 648, 792), (-54, 666, 792), (-72, 666, 792), (-72, 648, 810), (-54, 648, 810), (-54, 630, 846), (-72, 612, 882), (-18, 612, 882), (-54, 666, 828), (-108, 738, 720), (-90, 738, 720), (-90, 738, 702), (-72, 774, 684), (-54, 756, 648), (-36, 738, 738), (18, 720, 828), (18, 720, 882), (18, 702, 846), (36, 666, 756), (36, 684, 756), (18, 720, 828), (0, 738, 828), (-36, 720, 774), (36, 720, 738), (72, 738, 720)]	(9363, 10489, 9157, 10324, 11389, 9520, 9142, 6487, 8591, 7354, 6506, 8320, 5324, 9105, 8314, 7854, 13269, 19836, 15911, 9231, 16931, 13991, 11942, 1957)
j	425219	(671, 158)	[(-72, 738, 774), (-54, 738, 702), (-18, 720, 702), (0, 738, 720), (-54, 738, 792), (-54, 756, 810), (54, 720, 756), (54, 702, 738), (72, 684, 720), (54, 702, 738), (-36, 702, 810), (54, 702, 774), (36, 702, 756), (-36, 738, 756), (-36, 738, 792), (18, 738, 774), (36, 774, 756), (18, 774, 702), (-54, 792, 684), (18, 774, 720), (54, 738, 738), (36, 756, 720), (-18, 774, 720), (0, 774, 720), (36, 756, 702)]	(9370, 10505, 9156, 10328, 11392, 9515, 9091, 6378, 8792, 7360, 6473, 7226, 5395, 8868, 8306, 7681, 13101, 19794, 15368, 9197, 16888, 13942, 11925, 1957)
n	426553	(758, 167)	[(-72, 738, 774), (-90, 756, 756), (-54, 738, 774), (-36, 720, 738), (-54, 738, 738), (-90, 738, 792), (-72, 738, 846), (0, 720, 810), (18, 702, 756), (0, 738, 756), (0, 738, 774), (0, 756, 792), (0, 756, 756), (0, 738, 684), (36, 666, 720), (18, 684, 720), (-36, 756, 738), (-54, 756, 774), (-36, 774, 774), (-54, 774, 756), (-36, 774, 720), (-36, 756, 702), (-36, 774, 720), (-36, 756, 738), (-18, 738, 720)]	(9371, 10496, 9154, 10292, 11400, 9518, 9175, 6378, 9025, 7400, 6472, 7060, 5454, 8812, 8392, 7709, 13193, 19821, 15113, 9193, 16836, 13978, 11937, 1964)
v	427881	(738, 249)	[(-36, 738, 738), (-36, 756, 720), (-72, 774, 702), (-108, 756, 774), (-54, 738, 828), (-36, 720, 810), (0, 684, 810), (0, 702, 810), (18, 684, 774), (18, 684, 738), (-36, 720, 720), (-72, 756, 738), (-54, 756, 738), (0, 720, 756), (0, 702, 738), (-36, 720, 756), (-36, 702, 774), (0, 702, 774), (0, 702, 774), (-54, 702, 774), (-54, 702, 756), (0, 702, 738), (-36, 702, 738), (0, 720, 792), (0, 666, 846)]	(9389, 10549, 9168, 10308, 11381, 9465, 8987, 5996, 8667, 7193, 6278, 6667, 5205, 8709, 7990, 7898, 13120, 19755, 14886, 9251, 16790, 14006, 11937, 1954)
i	430113	(580, 132)	[(-36, 720, 774), (-36, 720, 774), (-36, 720, 792), (-18, 720, 774), (18, 720, 774), (18, 720, 756), (0, 720, 774), (-36, 702, 774), (-36, 720, 810), (0, 720, 810), (-54, 702, 810), (-54, 756, 756), (-54, 774, 756), (-54, 774, 792), (54, 738, 594), (18, 792, 630), (-36, 828, 612), (108, 864, 684), (-72, 792, 666), (18, 846, 702), (90, 810, 702), (54, 810, 702), (36, 810, 684), (72, 846, 540), (126, 810, 576)]	(9380, 10507, 9161, 10422, 11412, 9554, 9664, 6510, 7356, 7386, 6674, 9304, 5159, 9139, 8345, 7758, 13409, 19906, 16411, 9235, 17045, 14018, 11955, 1959)
e	431593	(573, 371)	[(18, 738, 684), (18, 738, 702), (-36, 738, 738), (-72, 738, 774), (-36, 738, 738), (-36, 738, 792), (-36, 774, 774), (0, 774, 702), (72, 756, 756), (108, 684, 846), (90, 666, 792), (72, 684, 684), (-18, 738, 684), (-144, 774, 756), (-162, 774, 702), (-54, 756, 666), (-72, 774, 720), (-90, 756, 738), (36, 666, 846), (54, 666, 792), (36, 684, 756), (18, 684, 756), (18, 666, 774), (-18, 684, 828), (18, 684, 810)]	(9378, 10493, 9159, 10234, 11376, 9462, 9072, 5947, 8898, 7036, 6341, 6606, 5297, 8356, 7715, 7962, 12887, 19756, 14958, 9241, 16744, 13954, 11923, 1951)
