Please hold the phone in your right hand and type with you right thumb
r	9721	(583, 303)	[(-162, 540, 1008), (-90, 558, 972), (-126, 594, 864), (-144, 612, 864), (-90, 612, 864), (-90, 630, 954), (-72, 612, 900), (-108, 648, 720), (-108, 666, 738), (-108, 648, 738), (-90, 684, 702), (-72, 684, 774), (-108, 684, 828), (-162, 702, 756), (-90, 684, 738), (-108, 702, 756), (-144, 702, 774), (-144, 702, 702), (-108, 684, 738), (-144, 684, 738), (-162, 702, 756), (-144, 720, 756), (-216, 666, 882), (-72, 702, 774), (-108, 720, 576)]	(9296, 11272, 10270, 10252, 12715, 11457, 4501, 10825, 4637, 7563, 6155, 7858, 5661, 6083, 7167, 9541, 10899, 19308, 14372, 8664, 15016, 12968, 11748, 1938)
f	11531	(679, 274)	[(-90, 648, 756), (-72, 612, 756), (-72, 612, 828), (-90, 612, 900), (-144, 594, 918), (-180, 594, 864), (-126, 594, 828), (-108, 630, 792), (-90, 612, 864), (-90, 612, 918), (-72, 612, 900), (-90, 630, 810), (-108, 630, 792), (-108, 630, 774), (-90, 648, 756), (-54, 666, 702), (-90, 666, 738), (-108, 666, 846), (-126, 630, 864), (-54, 666, 756), (-108, 666, 756), (-162, 648, 1026), (-144, 630, 936), (-198, 648, 720), (-198, 666, 720)]	(9292, 11265, 10120, 10016, 11718, 11489, 4665, 10297, 4639, 7703, 6176, 7457, 5850, 6146, 7212, 10133, 10913, 19312, 14273, 8690, 15004, 12985, 11745, 1935)
q	12790	(591, 436)	[(-108, 612, 810), (-108, 612, 882), (-72, 612, 936), (-72, 648, 900), (-72, 666, 810), (-144, 666, 756), (-126, 702, 756), (126, 720, 666), (-90, 774, 756), (-180, 684, 864), (-198, 792, 774), (-162, 738, 666), (-144, 810, 504), (-162, 792, 648), (-324, 810, 846), (-252, 792, 720), (-90, 810, 486), (0, 810, 450), (-72, 846, 576), (-306, 900, 522), (-126, 774, 612), (-162, 810, 558), (-162, 756, 576), (-198, 864, 540), (-270, 828, 666)]	(9330, 11627, 10675, 10978, 11575, 12435, 4371, 6103, 4512, 6928, 5659, 6692, 5115, 6001, 7089, 6907, 10861, 19295, 14552, 8582, 15065, 12849, 11744, 1937)
a	14020	(685, 421)	[(-126, 702, 756), (-108, 684, 756), (-126, 720, 738), (-90, 720, 720), (-90, 702, 720), (-180, 720, 720), (-198, 720, 666), (-126, 720, 648), (-72, 738, 630), (-126, 738, 756), (-234, 738, 828), (-198, 720, 774), (-90, 720, 738), (-270, 774, 792), (-342, 774, 828), (-180, 756, 792), (-108, 756, 684), (-234, 792, 594), (-162, 810, 576), (-180, 828, 630), (-126, 756, 612), (-72, 810, 540), (-72, 792, 540), (-216, 810, 594), (-180, 792, 576)]	(9352, 11830, 10862, 10653, 12112, 12544, 4475, 6654, 4513, 7357, 5870, 6604, 5258, 6031, 7123, 8001, 10870, 19294, 14528, 8637, 15020, 12895, 11754, 1935)
f	15400	(673, 274)	[(-234, 720, 612), (-162, 702, 648), (-126, 666, 756), (-108, 630, 900), (-126, 612, 900), (-162, 612, 756), (-162, 648, 666), (-90, 702, 702), (-90, 738, 738), (-72, 756, 720), (-36, 738, 756), (-54, 720, 792), (-36, 720, 756), (-54, 702, 756), (-90, 684, 810), (-108, 684, 864), (-126, 666, 792), (-126, 684, 738), (-126, 684, 774), (-126, 702, 792), (-162, 666, 792), (-126, 720, 684), (-108, 666, 846), (-180, 666, 792), (-216, 648, 720)]	(9331, 11608, 10345, 10087, 11900, 12678, 4729, 6956, 4352, 7792, 6172, 6565, 5159, 6102, 7197, 10276, 10896, 19306, 14374, 8677, 14991, 12982, 11744, 1939)
q	16611	(580, 434)	[(-72, 684, 774), (-108, 684, 774), (-54, 684, 738), (-90, 648, 900), (-162, 648, 864), (-162, 648, 774), (-144, 666, 792), (-108, 666, 792), (-108, 738, 666), (-180, 792, 612), (-108, 666, 720), (-162, 756, 648), (-234, 738, 702), (-270, 738, 756), (-216, 756, 810), (-252, 756, 756), (-198, 774, 702), (-108, 774, 720), (-126, 774, 810), (-252, 810, 756), (-216, 756, 630), (-198, 774, 576), (-198, 774, 612), (-288, 828, 612), (-234, 756, 648)]	(9342, 11811, 10881, 11292, 11643, 12676, 4447, 6390, 4582, 6985, 5808, 7580, 4997, 6007, 7099, 6924, 10871, 19298, 14619, 8584, 15080, 12844, 11748, 1934)
u	18039	(597, 150)	[(-162, 684, 702), (-162, 684, 810), (-108, 702, 756), (-90, 684, 738), (-126, 684, 792), (-162, 666, 828), (-90, 684, 774), (-90, 666, 810), (-144, 666, 900), (-126, 648, 864), (-126, 648, 774), (-144, 648, 738), (-144, 666, 756), (-126, 648, 774), (-144, 666, 792), (-144, 648, 792), (-108, 666, 828), (-126, 648, 792), (-162, 630, 828), (-144, 648, 864), (-144, 612, 810), (-162, 648, 756), (-126, 630, 810), (-72, 684, 900), (-180, 594, 828)]	(9341, 11519, 10318, 10073, 12016, 12702, 4694, 7295, 4327, 7664, 6145, 6773, 5039, 6072, 7161, 9672, 10886, 19295, 14346, 8666, 15003, 12949, 11743, 1940)
t	19324	(601, 255)	[(-126, 666, 774), (-144, 666, 792), (-126, 666, 792), (-108, 666, 792), (-126, 666, 756), (-108, 666, 774), (-108, 684, 774), (-126, 684, 810), (-108, 684, 792), (-90, 666, 810), (-144, 684, 774), (-126, 666, 756), (-90, 684, 828), (-108, 666, 864), (-126, 684, 774), (-126, 702, 738), (-126, 702, 756), (-144, 684, 810), (-126, 702, 774), (-126, 684, 792), (-126, 684, 720), (-144, 720, 720), (-108, 702, 846), (-180, 684, 810), (-180, 684, 774)]	(9339, 11564, 10497, 10256, 12110, 12853, 4747, 7805, 4522, 7675, 6196, 6892, 5089, 6090, 7174, 9644, 10907, 19324, 14414, 8684, 15056, 12959, 11750, 1940)
p	21226	(558, 3)	[(-144, 648, 774), (-162, 666, 774), (-162, 648, 882), (-108, 666, 810), (-108, 666, 774), (-144, 648, 846), (-126, 648, 882), (-126, 630, 846), (-126, 630, 774), (-108, 594, 810), (-126, 612, 828), (-108, 594, 792), (-108, 612, 774), (-108, 612, 828), (-126, 630, 864), (-126, 630, 810), (-108, 612, 792), (-126, 612, 810), (-126, 630, 828), (-144, 576, 756), (-144, 630, 792), (-90, 612, 864), (-108, 612, 954), (-126, 594, 900), (-144, 612, 846)]	(9285, 10966, 9588, 9938, 11664, 12281, 5005, 9809, 4493, 7329, 6120, 7658, 5138, 6072, 7165, 9227, 10873, 19284, 14315, 8583, 14961, 12900, 11762, 1940)
z	22805	(756, 380)	[(-90, 648, 846), (-108, 648, 828), (-126, 648, 828), (-126, 630, 774), (-72, 630, 828), (-126, 684, 828), (-162, 702, 864), (0, 702, 792), (-162, 720, 738), (-252, 702, 756), (-126, 738, 702), (-144, 738, 720), (-234, 756, 738), (-216, 738, 738), (-162, 738, 684), (-144, 774, 684), (-198, 756, 738), (-216, 756, 666), (-144, 756, 738), (-18, 810, 810), (-216, 756, 612), (-234, 774, 684), (-216, 756, 720), (-144, 738, 450), (-180, 774, 648)]	(9345, 11808, 10651, 10356, 12045, 12858, 4525, 6899, 4379, 7373, 5782, 6780, 5518, 6019, 7117, 7652, 10857, 19291, 14445, 8623, 15018, 12874, 11741, 1924)
