Please hold the phone in your right hand and type with your left index finger
n	1922536	(735, 157)	[(36, 648, 792), (54, 648, 810), (54, 648, 810), (72, 648, 810), (54, 666, 792), (54, 648, 810), (72, 648, 828), (54, 648, 828), (18, 630, 828), (72, 648, 810), (54, 648, 810), (72, 648, 828), (72, 648, 828), (72, 648, 828), (72, 648, 846), (36, 648, 846), (36, 648, 846), (54, 630, 846), (54, 648, 828), (72, 684, 846), (144, 612, 648), (72, 630, 666), (54, 666, 882), (72, 684, 1008), (18, 648, 1008)]	(9443, 12039, 10194, 11437, 11600, 9810, 10423, 6921, 5314, 7061, 7733, 7221, 4905, 9871, 7436, 7867, 11783, 20002, 16964, 9056, 16699, 13511, 12250, 2016)
o	1922825	(589, 76)	[(18, 630, 828), (72, 648, 810), (54, 648, 810), (72, 648, 828), (72, 648, 828), (72, 648, 828), (72, 648, 846), (36, 648, 846), (36, 648, 846), (54, 630, 846), (54, 648, 828), (72, 684, 846), (144, 612, 648), (72, 630, 666), (54, 666, 882), (72, 684, 1008), (18, 648, 1008), (54, 630, 792), (90, 666, 792), (126, 666, 810), (144, 684, 810), (234, 684, 702), (216, 666, 666), (108, 666, 846), (144, 684, 882)]	(9445, 12074, 10212, 11479, 11610, 9830, 10633, 6943, 5396, 7053, 7683, 7334, 4928, 9986, 7430, 7895, 11763, 20023, 17040, 9070, 16711, 13526, 12251, 2021)
t	1923187	(568, 251)	[(144, 612, 648), (72, 630, 666), (54, 666, 882), (72, 684, 1008), (18, 648, 1008), (54, 630, 792), (90, 666, 792), (126, 666, 810), (144, 684, 810), (234, 684, 702), (216, 666, 666), (108, 666, 846), (144, 684, 882), (162, 720, 828), (72, 648, 792), (54, 648, 792), (72, 648, 810), (90, 666, 828), (108, 684, 810), (90, 666, 828), (126, 702, 810), (162, 666, 702), (126, 648, 702), (144, 702, 828), (162, 684, 882)]	(9449, 12071, 10195, 11441, 11608, 9799, 10611, 6908, 5299, 7048, 7702, 7253, 4885, 10047, 7413, 7860, 11769, 20026, 17000, 9065, 16669, 13516, 12247, 2016)
 	1923482	(850, 236)	[(234, 684, 702), (216, 666, 666), (108, 666, 846), (144, 684, 882), (162, 720, 828), (72, 648, 792), (54, 648, 792), (72, 648, 810), (90, 666, 828), (108, 684, 810), (90, 666, 828), (126, 702, 810), (162, 666, 702), (126, 648, 702), (144, 702, 828), (162, 684, 882), (90, 666, 792), (72, 648, 810), (72, 666, 810), (72, 648, 900), (72, 648, 576), (126, 666, 702), (144, 666, 918), (72, 702, 1008), (36, 648, 882)]	(9446, 12025, 10148, 11372, 11589, 9797, 10367, 6842, 5207, 7042, 7605, 7216, 4906, 9971, 7411, 7842, 11698, 20005, 16932, 9052, 16609, 13502, 12246, 2032)
a	1923769	(645, 469)	[(90, 666, 828), (108, 684, 810), (90, 666, 828), (126, 702, 810), (162, 666, 702), (126, 648, 702), (144, 702, 828), (162, 684, 882), (90, 666, 792), (72, 648, 810), (72, 666, 810), (72, 648, 900), (72, 648, 576), (126, 666, 702), (144, 666, 918), (72, 702, 1008), (36, 648, 882), (54, 630, 720), (54, 648, 810), (72, 666, 828), (72, 666, 846), (72, 684, 792), (72, 594, 648), (162, 666, 774), (126, 702, 882)]	(9450, 12036, 10169, 11407, 11595, 9825, 10513, 6829, 5212, 7045, 7766, 7183, 4885, 10044, 7419, 7865, 11775, 19991, 16944, 9058, 16637, 13505, 12241, 2019)
 	1924128	(852, 264)	[(72, 648, 576), (126, 666, 702), (144, 666, 918), (72, 702, 1008), (36, 648, 882), (54, 630, 720), (54, 648, 810), (72, 666, 828), (72, 666, 846), (72, 684, 792), (72, 594, 648), (162, 666, 774), (126, 702, 882), (18, 666, 972), (108, 630, 720), (54, 648, 828), (90, 648, 846), (90, 666, 846), (72, 666, 846), (54, 630, 1062), (72, 630, 468), (108, 648, 720), (72, 684, 936), (0, 666, 1080), (-72, 648, 990)]	(9448, 12011, 10133, 11344, 11583, 9791, 10386, 6788, 5162, 7038, 7631, 7139, 4906, 10017, 7415, 7800, 11758, 19991, 16899, 9045, 16601, 13499, 12242, 2024)
p	1924471	(580, 45)	[(162, 666, 774), (126, 702, 882), (18, 666, 972), (108, 630, 720), (54, 648, 828), (90, 648, 846), (90, 666, 846), (72, 666, 846), (54, 630, 1062), (72, 630, 468), (108, 648, 720), (72, 684, 936), (0, 666, 1080), (-72, 648, 990), (72, 648, 774), (144, 666, 828), (198, 684, 792), (180, 684, 810), (126, 666, 810), (126, 684, 810), (180, 684, 666), (162, 630, 648), (18, 684, 864), (108, 684, 882), (144, 684, 882)]	(9449, 12089, 10182, 11441, 11609, 9830, 10645, 6865, 5249, 7035, 7658, 7256, 4910, 10111, 7441, 7811, 11778, 19986, 16922, 9064, 16588, 13518, 12243, 2018)
r	1924860	(562, 315)	[(-72, 648, 990), (72, 648, 774), (144, 666, 828), (198, 684, 792), (180, 684, 810), (126, 666, 810), (126, 684, 810), (180, 684, 666), (162, 630, 648), (18, 684, 864), (108, 684, 882), (144, 684, 882), (90, 666, 774), (72, 648, 810), (54, 648, 846), (72, 666, 828), (90, 684, 828), (72, 648, 828), (108, 666, 810), (108, 666, 774), (108, 666, 792), (126, 666, 666), (72, 612, 774), (180, 666, 882), (162, 720, 900)]	(9450, 12079, 10182, 11421, 11606, 9831, 10640, 6907, 5229, 7062, 7704, 7263, 4948, 10202, 7443, 7882, 11748, 20028, 16962, 9070, 16618, 13501, 12249, 2023)
o	1925216	(574, 84)	[(90, 666, 774), (72, 648, 810), (54, 648, 846), (72, 666, 828), (90, 684, 828), (72, 648, 828), (108, 666, 810), (108, 666, 774), (108, 666, 792), (126, 666, 666), (72, 612, 774), (180, 666, 882), (162, 720, 900), (72, 630, 774), (108, 666, 810), (144, 666, 810), (144, 684, 810), (162, 684, 828), (144, 684, 810), (126, 684, 792), (144, 630, 720), (72, 666, 774), (162, 684, 828), (144, 684, 846), (126, 666, 864)]	(9441, 12061, 10166, 11415, 11594, 9815, 10521, 6879, 5104, 7055, 7606, 7274, 4914, 10106, 7409, 7769, 11754, 19995, 16881, 9054, 16557, 13498, 12244, 2008)
b	1925709	(747, 220)	[(144, 684, 810), (126, 684, 792), (144, 630, 720), (72, 666, 774), (162, 684, 828), (144, 684, 846), (126, 666, 864), (72, 648, 810), (72, 648, 846), (72, 630, 828), (72, 648, 828), (108, 666, 810), (108, 666, 828), (108, 666, 810), (90, 666, 810), (108, 648, 828), (90, 648, 810), (72, 648, 810), (72, 648, 846), (72, 648, 846), (108, 612, 684), (90, 648, 756), (108, 684, 918), (72, 666, 954), (54, 648, 882)]	(9446, 12033, 10137, 11361, 11578, 9797, 10489, 6863, 5120, 7057, 7583, 7127, 4921, 10093, 7398, 7807, 11726, 19984, 16872, 9055, 16565, 13496, 12245, 2026)
